agno,region,provincia,comuna,lenguaje,matematicas
1999,aysén del general carlos ibáñez del campo,aysén,aysén,248.0,244.0
1999,valparaiso,san antonio,algarrobo,234.0,238.0
1999,metropolitana,melipilla,alhué,240.0,248.0
1999,atacama,huasco,alto del carmen,252.0,267.0
1999,los lagos,chiloé,ancud,252.0,251.0
1999,coquimbo,elqui,andacollo,247.0,241.0
1999,la araucanía,malleco,angol,247.0,248.0
1999,antofagasta,antofagasta,antofagasta,248.0,249.0
1999,biobío,biobío,antuco,226.0,218.0
1999,biobío,arauco,arauco,238.0,239.0
1999,arica y parinacota,arica,arica,253.0,254.0
1999,metropolitana,maipo,buin,244.0,246.0
1999,biobío,ñuble,bulnes,228.0,230.0
1999,valparaiso,petorca,cabildo,245.0,248.0
1999,biobío,biobío,cabrero,240.0,236.0
1999,antofagasta,el loa,calama,250.0,249.0
1999,los lagos,llanquihue,calbuco,249.0,248.0
1999,atacama,copiapó,caldera,250.0,254.0
1999,valparaiso,quillota,calera,243.0,244.0
1999,metropolitana,maipo,calera de tango,236.0,243.0
1999,valparaiso,los andes,calle larga,243.0,228.0
1999,tarapacá,tamarugal,camiña,215.0,237.0
1999,coquimbo,choapa,canela,235.0,240.0
1999,la araucanía,cautín,carahue,216.0,225.0
1999,valparaiso,san antonio,cartagena,239.0,237.0
1999,valparaiso,valparaíso,casablanca,239.0,239.0
1999,los lagos,chiloé,castro,260.0,254.0
1999,valparaiso,san felipe de aconcagua,catemu,238.0,232.0
1999,maule,cauquenes,cauquenes,241.0,245.0
1999,biobío,arauco,cañete,240.0,238.0
1999,metropolitana,santiago,cerrillos,248.0,246.0
1999,metropolitana,santiago,cerro navia,232.0,238.0
1999,los lagos,palena,chaitén,263.0,260.0
1999,maule,cauquenes,chanco,221.0,222.0
1999,atacama,chañaral,chañaral,257.0,253.0
1999,biobío,concepción,chiguayante,256.0,255.0
1999,biobío,ñuble,chillán,256.0,254.0
1999,biobío,ñuble,chillán viejo,233.0,232.0
1999,libertador general bernardo o'higgins,colchagua,chimbarongo,246.0,246.0
1999,los lagos,chiloé,chonchi,231.0,240.0
1999,libertador general bernardo o'higgins,colchagua,chépica,245.0,240.0
1999,aysén del general carlos ibáñez del campo,aysén,cisnes,236.0,249.0
1999,biobío,ñuble,cobquecura,255.0,253.0
1999,los lagos,llanquihue,cochamó,220.0,210.0
1999,aysén del general carlos ibáñez del campo,capitán prat,cochrane,269.0,266.0
1999,libertador general bernardo o'higgins,cachapoal,codegua,227.0,229.0
1999,biobío,ñuble,coelemu,241.0,244.0
1999,aysén del general carlos ibáñez del campo,coyhaique,coyhaique,261.0,252.0
1999,biobío,ñuble,coihueco,221.0,226.0
1999,libertador general bernardo o'higgins,cachapoal,coinco,237.0,232.0
1999,maule,linares,colbún,238.0,238.0
1999,tarapacá,tamarugal,colchane,186.0,196.0
1999,metropolitana,chacabuco,colina,241.0,240.0
1999,la araucanía,malleco,collipulli,233.0,232.0
1999,libertador general bernardo o'higgins,cachapoal,coltauco,232.0,233.0
1999,coquimbo,limarí,combarbalá,252.0,241.0
1999,biobío,concepción,concepción,265.0,264.0
1999,metropolitana,santiago,conchalí,244.0,247.0
1999,valparaiso,valparaíso,concón,249.0,246.0
1999,maule,talca,constitución,243.0,245.0
1999,biobío,arauco,contulmo,238.0,244.0
1999,atacama,copiapó,copiapó,253.0,253.0
1999,coquimbo,elqui,coquimbo,247.0,247.0
1999,biobío,concepción,coronel,246.0,245.0
1999,los ríos,valdivia,corral,229.0,228.0
1999,la araucanía,cautín,cunco,228.0,230.0
1999,la araucanía,malleco,curacautín,238.0,245.0
1999,metropolitana,melipilla,curacaví,234.0,232.0
1999,los lagos,chiloé,curaco de vélez,256.0,261.0
1999,biobío,arauco,curanilahue,246.0,249.0
1999,la araucanía,cautín,curarrehue,212.0,218.0
1999,maule,talca,curepto,241.0,247.0
1999,maule,curicó,curicó,254.0,252.0
1999,los lagos,chiloé,dalcahue,248.0,248.0
1999,atacama,chañaral,diego de almagro,253.0,252.0
1999,libertador general bernardo o'higgins,cachapoal,doñihue,245.0,243.0
1999,metropolitana,santiago,el bosque,243.0,245.0
1999,biobío,ñuble,el carmen,227.0,229.0
1999,metropolitana,talagante,el monte,237.0,236.0
1999,valparaiso,san antonio,el quisco,241.0,244.0
1999,valparaiso,san antonio,el tabo,244.0,241.0
1999,maule,talca,empedrado,226.0,234.0
1999,la araucanía,malleco,ercilla,213.0,228.0
1999,metropolitana,santiago,estación central,257.0,257.0
1999,biobío,concepción,florida,229.0,235.0
1999,la araucanía,cautín,freire,231.0,230.0
1999,atacama,huasco,freirina,239.0,241.0
1999,los lagos,llanquihue,fresia,238.0,243.0
1999,los lagos,llanquihue,frutillar,243.0,241.0
1999,los lagos,palena,futaleufú,261.0,286.0
1999,los ríos,del ranco,futrono,235.0,234.0
1999,la araucanía,cautín,galvarino,217.0,233.0
1999,la araucanía,cautín,gorbea,242.0,238.0
1999,libertador general bernardo o'higgins,cachapoal,graneros,239.0,241.0
1999,aysén del general carlos ibáñez del campo,aysén,guaitecas,219.0,205.0
1999,valparaiso,quillota,hijuelas,232.0,236.0
1999,los lagos,palena,hualaihué,235.0,234.0
1999,maule,curicó,hualañé,258.0,262.0
1999,biobío,concepción,hualqui,246.0,238.0
1999,tarapacá,tamarugal,huara,242.0,230.0
1999,atacama,huasco,huasco,240.0,238.0
1999,metropolitana,santiago,huechuraba,228.0,231.0
1999,coquimbo,choapa,illapel,247.0,246.0
1999,metropolitana,santiago,independencia,264.0,260.0
1999,tarapacá,iquique,iquique,249.0,249.0
1999,metropolitana,talagante,isla de maipo,220.0,221.0
1999,valparaiso,isla de pascua,isla de pascua,269.0,263.0
1999,valparaiso,valparaíso,juan fernández,240.0,215.0
1999,metropolitana,santiago,la cisterna,258.0,255.0
1999,valparaiso,quillota,la cruz,249.0,243.0
1999,libertador general bernardo o'higgins,cardenal caro,la estrella,237.0,231.0
1999,metropolitana,santiago,la florida,257.0,256.0
1999,metropolitana,santiago,la granja,245.0,246.0
1999,coquimbo,elqui,la higuera,212.0,219.0
1999,valparaiso,petorca,la ligua,254.0,261.0
1999,metropolitana,santiago,la pintana,227.0,230.0
1999,metropolitana,santiago,la reina,273.0,276.0
1999,coquimbo,elqui,la serena,259.0,254.0
1999,los ríos,del ranco,la unión,254.0,253.0
1999,los ríos,del ranco,lago ranco,231.0,234.0
1999,magallanes y de la antártica chilena,magallanes,laguna blanca,284.0,292.0
1999,biobío,biobío,laja,253.0,257.0
1999,metropolitana,chacabuco,lampa,227.0,222.0
1999,los ríos,valdivia,lanco,228.0,224.0
1999,libertador general bernardo o'higgins,cachapoal,las cabras,241.0,248.0
1999,metropolitana,santiago,las condes,294.0,293.0
1999,la araucanía,cautín,lautaro,241.0,239.0
1999,biobío,arauco,lebu,240.0,239.0
1999,maule,curicó,licantén,257.0,265.0
1999,valparaiso,marga marga,limache,246.0,242.0
1999,maule,linares,linares,254.0,253.0
1999,libertador general bernardo o'higgins,cardenal caro,litueche,232.0,234.0
1999,valparaiso,san felipe de aconcagua,llaillay,239.0,238.0
1999,los lagos,llanquihue,llanquihue,239.0,240.0
1999,metropolitana,santiago,lo barnechea,276.0,277.0
1999,metropolitana,santiago,lo espejo,238.0,244.0
1999,metropolitana,santiago,lo prado,237.0,238.0
1999,libertador general bernardo o'higgins,colchagua,lolol,244.0,259.0
1999,la araucanía,cautín,loncoche,252.0,247.0
1999,maule,linares,longaví,226.0,226.0
1999,la araucanía,malleco,lonquimay,225.0,240.0
1999,valparaiso,los andes,los andes,256.0,254.0
1999,los ríos,valdivia,los lagos,234.0,232.0
1999,los lagos,llanquihue,los muermos,240.0,240.0
1999,la araucanía,malleco,los sauces,219.0,233.0
1999,coquimbo,choapa,los vilos,233.0,236.0
1999,biobío,arauco,los álamos,231.0,231.0
1999,biobío,biobío,los ángeles,248.0,246.0
1999,biobío,concepción,lota,244.0,242.0
1999,la araucanía,malleco,lumaco,214.0,218.0
1999,libertador general bernardo o'higgins,cachapoal,machalí,234.0,234.0
1999,metropolitana,santiago,macul,260.0,260.0
1999,metropolitana,santiago,maipú,260.0,259.0
1999,libertador general bernardo o'higgins,cachapoal,malloa,230.0,236.0
1999,libertador general bernardo o'higgins,cardenal caro,marchihue,257.0,268.0
1999,los ríos,valdivia,mariquina,234.0,232.0
1999,antofagasta,tocopilla,maría elena,255.0,259.0
1999,metropolitana,melipilla,maría pinto,215.0,217.0
1999,maule,talca,maule,234.0,245.0
1999,los lagos,llanquihue,maullín,236.0,249.0
1999,antofagasta,antofagasta,mejillones,225.0,237.0
1999,la araucanía,cautín,melipeuco,222.0,219.0
1999,metropolitana,melipilla,melipilla,245.0,246.0
1999,maule,curicó,molina,244.0,244.0
1999,coquimbo,limarí,monte patria,223.0,225.0
1999,libertador general bernardo o'higgins,cachapoal,mostazal,234.0,235.0
1999,biobío,biobío,mulchén,239.0,247.0
1999,los ríos,valdivia,máfil,223.0,230.0
1999,biobío,biobío,nacimiento,243.0,249.0
1999,libertador general bernardo o'higgins,colchagua,nancagua,238.0,239.0
1999,magallanes y de la antártica chilena,última esperanza,natales,252.0,252.0
1999,libertador general bernardo o'higgins,cardenal caro,navidad,226.0,243.0
1999,biobío,biobío,negrete,223.0,224.0
1999,biobío,ñuble,ninhue,228.0,230.0
1999,valparaiso,quillota,nogales,230.0,227.0
1999,la araucanía,cautín,nueva imperial,228.0,229.0
1999,aysén del general carlos ibáñez del campo,capitán prat,o'higgins,241.0,224.0
1999,libertador general bernardo o'higgins,cachapoal,olivar,224.0,232.0
1999,valparaiso,marga marga,olmué,239.0,240.0
1999,los lagos,osorno,osorno,256.0,252.0
1999,coquimbo,limarí,ovalle,237.0,238.0
1999,metropolitana,talagante,padre hurtado,233.0,234.0
1999,la araucanía,cautín,padre las casas,236.0,234.0
1999,coquimbo,elqui,paihuano,233.0,222.0
1999,los ríos,valdivia,paillaco,247.0,247.0
1999,metropolitana,maipo,paine,244.0,240.0
1999,los lagos,palena,palena,225.0,248.0
1999,libertador general bernardo o'higgins,colchagua,palmilla,240.0,235.0
1999,los ríos,valdivia,panguipulli,233.0,236.0
1999,valparaiso,san felipe de aconcagua,panquehue,251.0,248.0
1999,valparaiso,petorca,papudo,256.0,252.0
1999,libertador general bernardo o'higgins,cardenal caro,paredones,229.0,231.0
1999,maule,linares,parral,236.0,241.0
1999,metropolitana,santiago,pedro aguirre cerda,249.0,253.0
1999,maule,talca,pelarco,231.0,239.0
1999,maule,cauquenes,pelluhue,237.0,247.0
1999,biobío,ñuble,pemuco,232.0,227.0
1999,maule,talca,pencahue,237.0,261.0
1999,biobío,concepción,penco,247.0,246.0
1999,libertador general bernardo o'higgins,colchagua,peralillo,240.0,244.0
1999,la araucanía,cautín,perquenco,249.0,238.0
1999,valparaiso,petorca,petorca,247.0,255.0
1999,libertador general bernardo o'higgins,cachapoal,peumo,240.0,242.0
1999,metropolitana,talagante,peñaflor,242.0,239.0
1999,metropolitana,santiago,peñalolén,237.0,242.0
1999,tarapacá,tamarugal,pica,244.0,248.0
1999,libertador general bernardo o'higgins,cachapoal,pichidegua,232.0,231.0
1999,libertador general bernardo o'higgins,cardenal caro,pichilemu,247.0,245.0
1999,biobío,ñuble,pinto,228.0,225.0
1999,metropolitana,cordillera,pirque,245.0,245.0
1999,la araucanía,cautín,pitrufquén,241.0,241.0
1999,libertador general bernardo o'higgins,colchagua,placilla,246.0,245.0
1999,biobío,ñuble,portezuelo,231.0,233.0
1999,magallanes y de la antártica chilena,tierra del fuego,porvenir,248.0,247.0
1999,tarapacá,tamarugal,pozo almonte,234.0,236.0
1999,magallanes y de la antártica chilena,tierra del fuego,primavera,270.0,250.0
1999,metropolitana,santiago,providencia,298.0,295.0
1999,valparaiso,valparaíso,puchuncaví,249.0,252.0
1999,la araucanía,cautín,pucón,246.0,245.0
1999,metropolitana,santiago,pudahuel,234.0,237.0
1999,metropolitana,cordillera,puente alto,252.0,251.0
1999,los lagos,llanquihue,puerto montt,253.0,251.0
1999,los lagos,osorno,puerto octay,234.0,231.0
1999,los lagos,llanquihue,puerto varas,261.0,257.0
1999,libertador general bernardo o'higgins,colchagua,pumanque,256.0,265.0
1999,coquimbo,limarí,punitaqui,235.0,235.0
1999,magallanes y de la antártica chilena,magallanes,punta arenas,256.0,252.0
1999,los lagos,chiloé,puqueldón,264.0,258.0
1999,los lagos,osorno,purranque,240.0,241.0
1999,la araucanía,malleco,purén,237.0,241.0
1999,valparaiso,san felipe de aconcagua,putaendo,247.0,239.0
1999,arica y parinacota,parinacota,putre,217.0,216.0
1999,los lagos,osorno,puyehue,239.0,231.0
1999,los lagos,chiloé,queilén,240.0,243.0
1999,los lagos,chiloé,quellón,233.0,231.0
1999,los lagos,chiloé,quemchi,234.0,226.0
1999,biobío,biobío,quilaco,224.0,227.0
1999,metropolitana,santiago,quilicura,243.0,246.0
1999,biobío,biobío,quilleco,225.0,224.0
1999,valparaiso,quillota,quillota,255.0,252.0
1999,biobío,ñuble,quillón,228.0,233.0
1999,valparaiso,marga marga,quilpué,258.0,258.0
1999,los lagos,chiloé,quinchao,239.0,247.0
1999,libertador general bernardo o'higgins,cachapoal,quinta de tilcoco,228.0,224.0
1999,metropolitana,santiago,quinta normal,252.0,253.0
1999,valparaiso,valparaíso,quintero,247.0,249.0
1999,biobío,ñuble,quirihue,232.0,233.0
1999,libertador general bernardo o'higgins,cachapoal,rancagua,256.0,255.0
1999,maule,curicó,rauco,240.0,250.0
1999,metropolitana,santiago,recoleta,249.0,250.0
1999,la araucanía,malleco,renaico,219.0,222.0
1999,metropolitana,santiago,renca,238.0,241.0
1999,libertador general bernardo o'higgins,cachapoal,rengo,240.0,242.0
1999,libertador general bernardo o'higgins,cachapoal,requínoa,241.0,250.0
1999,maule,linares,retiro,231.0,234.0
1999,valparaiso,los andes,rinconada,236.0,235.0
1999,maule,curicó,romeral,253.0,245.0
1999,biobío,ñuble,ránquil,226.0,232.0
1999,los ríos,del ranco,río bueno,237.0,233.0
1999,maule,talca,río claro,219.0,222.0
1999,coquimbo,limarí,río hurtado,209.0,219.0
1999,aysén del general carlos ibáñez del campo,general carrera,río ibáñez,245.0,242.0
1999,los lagos,osorno,río negro,240.0,233.0
1999,la araucanía,cautín,saavedra,204.0,214.0
1999,maule,curicó,sagrada familia,235.0,236.0
1999,coquimbo,choapa,salamanca,245.0,243.0
1999,valparaiso,san antonio,san antonio,248.0,245.0
1999,metropolitana,maipo,san bernardo,244.0,245.0
1999,biobío,ñuble,san carlos,249.0,249.0
1999,maule,talca,san clemente,238.0,237.0
1999,valparaiso,los andes,san esteban,240.0,236.0
1999,biobío,ñuble,san fabián,214.0,218.0
1999,valparaiso,san felipe de aconcagua,san felipe,249.0,246.0
1999,libertador general bernardo o'higgins,colchagua,san fernando,248.0,251.0
1999,magallanes y de la antártica chilena,magallanes,san gregorio,263.0,287.0
1999,biobío,ñuble,san ignacio,223.0,230.0
1999,maule,linares,san javier,245.0,247.0
1999,metropolitana,santiago,san joaquín,250.0,247.0
1999,metropolitana,cordillera,san josé de maipo,221.0,230.0
1999,los lagos,osorno,san juan de la costa,233.0,230.0
1999,metropolitana,santiago,san miguel,268.0,264.0
1999,biobío,ñuble,san nicolás,246.0,237.0
1999,los lagos,osorno,san pablo,232.0,232.0
1999,metropolitana,melipilla,san pedro,219.0,227.0
1999,antofagasta,el loa,san pedro de atacama,233.0,232.0
1999,biobío,concepción,san pedro de la paz,253.0,254.0
1999,maule,talca,san rafael,229.0,230.0
1999,metropolitana,santiago,san ramón,241.0,247.0
1999,biobío,biobío,san rosendo,268.0,255.0
1999,libertador general bernardo o'higgins,cachapoal,san vicente,248.0,253.0
1999,biobío,biobío,santa bárbara,212.0,223.0
1999,libertador general bernardo o'higgins,colchagua,santa cruz,256.0,255.0
1999,biobío,concepción,santa juana,229.0,236.0
1999,valparaiso,san felipe de aconcagua,santa maría,235.0,227.0
1999,metropolitana,santiago,santiago,275.0,273.0
1999,valparaiso,san antonio,santo domingo,262.0,262.0
1999,antofagasta,antofagasta,sierra gorda,241.0,258.0
1999,metropolitana,talagante,talagante,250.0,247.0
1999,maule,talca,talca,253.0,253.0
1999,biobío,concepción,talcahuano,254.0,254.0
1999,antofagasta,antofagasta,taltal,221.0,232.0
1999,la araucanía,cautín,temuco,254.0,252.0
1999,maule,curicó,teno,238.0,241.0
1999,la araucanía,cautín,teodoro schmidt,233.0,233.0
1999,atacama,copiapó,tierra amarilla,233.0,233.0
1999,metropolitana,chacabuco,til til,222.0,222.0
1999,biobío,arauco,tirúa,224.0,222.0
1999,antofagasta,tocopilla,tocopilla,241.0,240.0
1999,la araucanía,cautín,toltén,219.0,224.0
1999,biobío,concepción,tomé,255.0,251.0
1999,magallanes y de la antártica chilena,última esperanza,torres del paine,258.0,263.0
1999,aysén del general carlos ibáñez del campo,capitán prat,tortel,253.0,251.0
1999,la araucanía,malleco,traiguén,253.0,249.0
1999,biobío,ñuble,treguaco,261.0,264.0
1999,biobío,biobío,tucapel,235.0,230.0
1999,los ríos,valdivia,valdivia,258.0,256.0
1999,atacama,huasco,vallenar,246.0,245.0
1999,valparaiso,valparaíso,valparaíso,251.0,248.0
1999,maule,curicó,vichuquén,249.0,251.0
1999,la araucanía,malleco,victoria,238.0,233.0
1999,coquimbo,elqui,vicuña,246.0,245.0
1999,la araucanía,cautín,vilcún,235.0,231.0
1999,maule,linares,villa alegre,239.0,238.0
1999,valparaiso,marga marga,villa alemana,255.0,255.0
1999,la araucanía,cautín,villarrica,249.0,246.0
1999,metropolitana,santiago,vitacura,302.0,302.0
1999,valparaiso,valparaíso,viña del mar,259.0,259.0
1999,maule,linares,yerbas buenas,242.0,249.0
1999,biobío,biobío,yumbel,237.0,233.0
1999,biobío,ñuble,yungay,241.0,234.0
1999,valparaiso,petorca,zapallar,254.0,255.0
1999,biobío,ñuble,ñiquén,227.0,233.0
1999,metropolitana,santiago,ñuñoa,275.0,274.0
2002,aysén del general carlos ibáñez del campo,aysén,aysén,241.0,230.0
2002,valparaiso,san antonio,algarrobo,226.0,225.0
2002,metropolitana,melipilla,alhué,236.0,218.0
2002,atacama,huasco,alto del carmen,225.0,209.0
2002,los lagos,chiloé,ancud,252.0,247.0
2002,coquimbo,elqui,andacollo,231.0,226.0
2002,la araucanía,malleco,angol,250.0,246.0
2002,antofagasta,antofagasta,antofagasta,249.0,248.0
2002,biobío,biobío,antuco,238.0,230.0
2002,biobío,arauco,arauco,246.0,240.0
2002,tarapacá,arica,arica,250.0,248.0
2002,metropolitana,maipo,buin,242.0,234.0
2002,biobío,ñuble,bulnes,241.0,235.0
2002,valparaiso,petorca,cabildo,248.0,253.0
2002,biobío,biobío,cabrero,238.0,234.0
2002,antofagasta,el loa,calama,252.0,248.0
2002,los lagos,llanquihue,calbuco,240.0,244.0
2002,atacama,copiapó,caldera,240.0,237.0
2002,valparaiso,quillota,calera,241.0,235.0
2002,metropolitana,maipo,calera de tango,260.0,248.0
2002,valparaiso,los andes,calle larga,237.0,235.0
2002,tarapacá,iquique,camiña,221.0,239.0
2002,coquimbo,choapa,canela,238.0,232.0
2002,la araucanía,cautín,carahue,234.0,227.0
2002,valparaiso,san antonio,cartagena,254.0,238.0
2002,valparaiso,valparaíso,casablanca,241.0,246.0
2002,los lagos,chiloé,castro,253.0,248.0
2002,valparaiso,san felipe,catemu,226.0,225.0
2002,maule,cauquenes,cauquenes,250.0,244.0
2002,biobío,arauco,cañete,245.0,234.0
2002,metropolitana,santiago,cerrillos,248.0,246.0
2002,metropolitana,santiago,cerro navia,237.0,236.0
2002,los lagos,palena,chaitén,251.0,241.0
2002,maule,cauquenes,chanco,237.0,232.0
2002,atacama,chañaral,chañaral,248.0,248.0
2002,biobío,concepción,chiguayante,259.0,257.0
2002,aysén del general carlos ibáñez del campo,general carrera,chile chico,251.0,243.0
2002,biobío,ñuble,chillán,257.0,255.0
2002,biobío,ñuble,chillán viejo,241.0,236.0
2002,libertador general bernardo o'higgins,colchagua,chimbarongo,246.0,236.0
2002,los lagos,chiloé,chonchi,235.0,231.0
2002,libertador general bernardo o'higgins,colchagua,chépica,258.0,279.0
2002,aysén del general carlos ibáñez del campo,aysén,cisnes,257.0,249.0
2002,biobío,ñuble,cobquecura,243.0,239.0
2002,los lagos,llanquihue,cochamó,241.0,240.0
2002,aysén del general carlos ibáñez del campo,capitán prat,cochrane,224.0,221.0
2002,libertador general bernardo o'higgins,cachapoal,codegua,232.0,226.0
2002,biobío,ñuble,coelemu,273.0,267.0
2002,aysén del general carlos ibáñez del campo,coyhaique,coyhaique,256.0,250.0
2002,biobío,ñuble,coihueco,233.0,233.0
2002,libertador general bernardo o'higgins,cachapoal,coinco,255.0,252.0
2002,maule,linares,colbún,236.0,226.0
2002,tarapacá,iquique,colchane,193.0,189.0
2002,metropolitana,chacabuco,colina,245.0,245.0
2002,la araucanía,malleco,collipulli,241.0,236.0
2002,libertador general bernardo o'higgins,cachapoal,coltauco,238.0,231.0
2002,coquimbo,limarí,combarbalá,251.0,243.0
2002,biobío,concepción,concepción,269.0,265.0
2002,metropolitana,santiago,conchalí,247.0,242.0
2002,valparaiso,valparaíso,concón,257.0,256.0
2002,maule,talca,constitución,247.0,241.0
2002,biobío,arauco,contulmo,211.0,223.0
2002,atacama,copiapó,copiapó,254.0,250.0
2002,coquimbo,elqui,coquimbo,250.0,246.0
2002,biobío,concepción,coronel,251.0,250.0
2002,los lagos,valdivia,corral,225.0,221.0
2002,la araucanía,cautín,cunco,236.0,225.0
2002,la araucanía,malleco,curacautín,247.0,239.0
2002,metropolitana,melipilla,curacaví,240.0,234.0
2002,los lagos,chiloé,curaco de vélez,241.0,243.0
2002,biobío,arauco,curanilahue,263.0,259.0
2002,la araucanía,cautín,curarrehue,223.0,215.0
2002,maule,talca,curepto,236.0,235.0
2002,maule,curicó,curicó,260.0,260.0
2002,los lagos,chiloé,dalcahue,246.0,239.0
2002,atacama,chañaral,diego de almagro,254.0,249.0
2002,libertador general bernardo o'higgins,cachapoal,doñihue,244.0,238.0
2002,metropolitana,santiago,el bosque,239.0,237.0
2002,biobío,ñuble,el carmen,229.0,222.0
2002,metropolitana,talagante,el monte,240.0,232.0
2002,valparaiso,san antonio,el quisco,243.0,237.0
2002,valparaiso,san antonio,el tabo,247.0,232.0
2002,maule,talca,empedrado,233.0,238.0
2002,la araucanía,malleco,ercilla,227.0,225.0
2002,metropolitana,santiago,estación central,258.0,252.0
2002,biobío,concepción,florida,243.0,238.0
2002,la araucanía,cautín,freire,242.0,231.0
2002,atacama,huasco,freirina,233.0,231.0
2002,los lagos,llanquihue,fresia,248.0,239.0
2002,los lagos,llanquihue,frutillar,244.0,237.0
2002,los lagos,palena,futaleufú,243.0,246.0
2002,los lagos,valdivia,futrono,238.0,233.0
2002,la araucanía,cautín,galvarino,217.0,206.0
2002,tarapacá,parinacota,general lagos,241.0,252.0
2002,la araucanía,cautín,gorbea,242.0,239.0
2002,libertador general bernardo o'higgins,cachapoal,graneros,233.0,234.0
2002,aysén del general carlos ibáñez del campo,aysén,guaitecas,244.0,236.0
2002,valparaiso,quillota,hijuelas,246.0,239.0
2002,los lagos,palena,hualaihué,241.0,237.0
2002,maule,curicó,hualañé,275.0,268.0
2002,biobío,concepción,hualqui,227.0,223.0
2002,tarapacá,iquique,huara,207.0,212.0
2002,atacama,huasco,huasco,240.0,225.0
2002,metropolitana,santiago,huechuraba,239.0,235.0
2002,coquimbo,choapa,illapel,250.0,245.0
2002,metropolitana,santiago,independencia,262.0,259.0
2002,tarapacá,iquique,iquique,246.0,246.0
2002,metropolitana,talagante,isla de maipo,234.0,228.0
2002,valparaiso,isla de pascua,isla de pascua,233.0,232.0
2002,valparaiso,valparaíso,juan fernández,274.0,257.0
2002,metropolitana,santiago,la cisterna,262.0,258.0
2002,valparaiso,quillota,la cruz,235.0,234.0
2002,libertador general bernardo o'higgins,cardenal caro,la estrella,250.0,258.0
2002,metropolitana,santiago,la florida,260.0,255.0
2002,metropolitana,santiago,la granja,245.0,242.0
2002,coquimbo,elqui,la higuera,212.0,208.0
2002,valparaiso,petorca,la ligua,253.0,252.0
2002,metropolitana,santiago,la pintana,226.0,225.0
2002,metropolitana,santiago,la reina,279.0,273.0
2002,coquimbo,elqui,la serena,261.0,254.0
2002,los lagos,valdivia,la unión,259.0,253.0
2002,los lagos,valdivia,lago ranco,242.0,235.0
2002,aysén del general carlos ibáñez del campo,coyhaique,lago verde,272.0,235.0
2002,magallanes y de la antártica chilena,magallanes,laguna blanca,253.0,258.0
2002,biobío,biobío,laja,255.0,254.0
2002,metropolitana,chacabuco,lampa,225.0,221.0
2002,los lagos,valdivia,lanco,240.0,231.0
2002,libertador general bernardo o'higgins,cachapoal,las cabras,235.0,227.0
2002,metropolitana,santiago,las condes,292.0,292.0
2002,la araucanía,cautín,lautaro,233.0,226.0
2002,biobío,arauco,lebu,241.0,240.0
2002,maule,curicó,licantén,260.0,263.0
2002,valparaiso,quillota,limache,250.0,246.0
2002,maule,linares,linares,251.0,248.0
2002,libertador general bernardo o'higgins,cardenal caro,litueche,230.0,235.0
2002,valparaiso,san felipe,llaillay,240.0,237.0
2002,los lagos,llanquihue,llanquihue,242.0,239.0
2002,metropolitana,santiago,lo barnechea,280.0,279.0
2002,metropolitana,santiago,lo espejo,234.0,231.0
2002,metropolitana,santiago,lo prado,240.0,236.0
2002,libertador general bernardo o'higgins,colchagua,lolol,256.0,247.0
2002,la araucanía,cautín,loncoche,246.0,239.0
2002,maule,linares,longaví,232.0,228.0
2002,la araucanía,malleco,lonquimay,242.0,242.0
2002,valparaiso,los andes,los andes,262.0,248.0
2002,los lagos,valdivia,los lagos,243.0,238.0
2002,los lagos,llanquihue,los muermos,245.0,243.0
2002,la araucanía,malleco,los sauces,233.0,230.0
2002,coquimbo,choapa,los vilos,232.0,234.0
2002,biobío,arauco,los álamos,244.0,234.0
2002,biobío,biobío,los ángeles,246.0,242.0
2002,biobío,concepción,lota,248.0,248.0
2002,la araucanía,malleco,lumaco,235.0,239.0
2002,libertador general bernardo o'higgins,cachapoal,machalí,248.0,246.0
2002,metropolitana,santiago,macul,264.0,260.0
2002,metropolitana,santiago,maipú,259.0,254.0
2002,libertador general bernardo o'higgins,cachapoal,malloa,230.0,222.0
2002,libertador general bernardo o'higgins,cardenal caro,marchihue,245.0,246.0
2002,los lagos,valdivia,mariquina,244.0,237.0
2002,antofagasta,tocopilla,maría elena,232.0,236.0
2002,metropolitana,melipilla,maría pinto,252.0,237.0
2002,maule,talca,maule,225.0,224.0
2002,los lagos,llanquihue,maullín,241.0,244.0
2002,antofagasta,antofagasta,mejillones,233.0,234.0
2002,la araucanía,cautín,melipeuco,227.0,224.0
2002,metropolitana,melipilla,melipilla,250.0,244.0
2002,maule,curicó,molina,250.0,248.0
2002,coquimbo,limarí,monte patria,235.0,227.0
2002,libertador general bernardo o'higgins,cachapoal,mostazal,234.0,225.0
2002,biobío,biobío,mulchén,242.0,229.0
2002,los lagos,valdivia,máfil,236.0,246.0
2002,biobío,biobío,nacimiento,253.0,255.0
2002,libertador general bernardo o'higgins,colchagua,nancagua,245.0,245.0
2002,magallanes y de la antártica chilena,última esperanza,natales,255.0,246.0
2002,libertador general bernardo o'higgins,cardenal caro,navidad,255.0,261.0
2002,biobío,biobío,negrete,234.0,228.0
2002,biobío,ñuble,ninhue,234.0,221.0
2002,valparaiso,quillota,nogales,226.0,225.0
2002,la araucanía,cautín,nueva imperial,229.0,220.0
2002,aysén del general carlos ibáñez del campo,capitán prat,o'higgins,224.0,233.0
2002,libertador general bernardo o'higgins,cachapoal,olivar,228.0,229.0
2002,antofagasta,el loa,ollagüe,225.0,232.0
